Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-25675,154,22,7,Clothing,T-shirt,COD
B-25676,152,23,3,Furniture,Furnishings,COD
B-25677,152,50,6,Clothing,Stole,COD
B-25678,122,-21,3,Furniture,Furnishings,UPI
B-25679,149,48,6,Clothing,Stole,COD
B-25680,149,-87,4,Clothing,Saree,COD
B-25681,197,20,4,Clothing,Kurti,Credit Card
B-25682,76,-54,3,Electronics,Electronic Games,COD
B-25683,221,-15,2,Electronics,Electronic Games,COD
B-25684,79,32,3,Clothing,Saree,Debit Card
B-25685,45,12,7,Clothing,Hankerchief,UPI
B-25686,149,-1,1,Clothing,Saree,COD
B-25687,80,22,3,Clothing,Stole,Debit Card
B-25688,195,12,9,Clothing,Shirt,Credit Card
B-25689,19,0,3,Clothing,Skirt,UPI
B-25690,81,41,3,Clothing,Stole,Debit Card
B-25691,83,34,5,Clothing,Shirt,Debit Card
B-25692,149,17,4,Furniture,Furnishings,COD
B-25693,193,46,1,Electronics,Printers,Credit Card
B-25694,85,24,10,Clothing,Hankerchief,Debit Card
B-25695,44,-17,5,Clothing,Saree,UPI
B-25696,149,-40,2,Electronics,Phones,COD
B-25697,26,0,2,Clothing,Kurti,COD
B-25698,86,0,4,Clothing,T-shirt,Debit Card
B-25699,86,22,2,Clothing,Saree,Debit Card
B-25700,79,16,3,Clothing,T-shirt,COD
B-25701,193,-275,3,Electronics,Phones,Credit Card
B-25702,148,0,3,Clothing,Saree,COD
B-25703,70,-14,2,Furniture,Furnishings,UPI
B-25704,148,59,3,Clothing,Hankerchief,COD
B-25705,190,19,9,Furniture,Furnishings,Credit Card
B-25706,52,14,2,Clothing,Stole,COD
B-25707,147,44,3,Clothing,Saree,COD
B-25708,190,68,8,Clothing,T-shirt,Credit Card
B-25709,80,-56,4,Electronics,Electronic Games,UPI
B-25710,147,48,3,Clothing,Saree,COD
B-25711,66,12,3,Clothing,Stole,COD
B-25712,86,8,2,Clothing,Saree,Debit Card
B-25713,88,19,2,Clothing,Shirt,Debit Card
B-25714,188,-193,2,Electronics,Electronic Games,Credit Card
B-25715,89,29,2,Clothing,Stole,UPI
B-25716,146,19,5,Clothing,Stole,COD
B-25717,143,32,1,Furniture,Bookcases,COD
B-25718,25,-1,4,Clothing,Kurti,COD
B-25719,30,12,3,Clothing,Skirt,UPI
B-25720,140,-58,4,Furniture,Furnishings,COD
B-25721,83,-48,1,Furniture,Bookcases,UPI
B-25722,140,6,5,Clothing,Saree,COD
B-25723,28,14,4,Clothing,Hankerchief,COD
B-25724,139,14,3,Clothing,Stole,COD
B-25725,30,14,3,Clothing,Hankerchief,UPI
B-25726,89,36,3,Clothing,Shirt,UPI
B-25727,187,30,4,Electronics,Accessories,Credit Card
B-25728,139,21,3,Electronics,Accessories,COD
B-25729,437,-14,2,Clothing,Saree,UPI
B-25730,138,-3,5,Clothing,Saree,COD
B-25731,85,13,2,Clothing,Shirt,UPI
B-25732,83,12,3,Clothing,Stole,UPI
B-25733,91,22,2,Clothing,Stole,UPI
B-25734,137,5,5,Clothing,Shirt,COD
B-25735,33,-12,7,Clothing,Saree,UPI
B-25736,134,-34,2,Furniture,Chairs,COD
B-25737,134,42,2,Furniture,Chairs,COD
B-25738,133,-56,2,Furniture,Chairs,COD
B-25739,93,-84,3,Clothing,Saree,UPI
B-25740,86,-21,1,Electronics,Electronic Games,UPI
B-25741,132,54,5,Clothing,Stole,COD
B-25742,132,-10,3,Clothing,Saree,COD
B-25743,132,-79,5,Furniture,Furnishings,COD
B-25744,93,-65,4,Clothing,Stole,UPI
B-25745,95,5,2,Clothing,Stole,UPI
B-25746,97,12,2,Clothing,Hankerchief,UPI
B-25747,131,-154,8,Furniture,Furnishings,COD
B-25748,97,29,2,Clothing,Hankerchief,UPI
B-25749,128,4,3,Clothing,Saree,COD
B-25750,186,241,9,Clothing,Shirt,Credit Card
B-25751,128,47,4,Clothing,Hankerchief,COD
B-25752,185,48,4,Clothing,Stole,Credit Card
B-25753,29,10,2,Clothing,Stole,COD
B-25754,127,29,3,Furniture,Furnishings,COD
B-25755,97,36,7,Clothing,Hankerchief,UPI
B-25756,125,0,3,Electronics,Accessories,COD
B-25757,299,-8,2,Clothing,Saree,COD
B-25758,124,54,5,Clothing,T-shirt,COD
B-25759,90,17,3,Clothing,Shirt,COD
B-25760,122,11,4,Clothing,Hankerchief,COD
B-25761,122,-66,9,Electronics,Accessories,COD
B-25762,90,30,2,Furniture,Chairs,UPI
B-25763,182,-11,3,Furniture,Bookcases,Credit Card
B-25764,122,59,7,Furniture,Furnishings,COD
B-25765,121,19,4,Clothing,Stole,COD
B-25766,120,1,1,Furniture,Chairs,COD
B-25767,120,23,5,Clothing,Stole,COD
B-25768,34,-11,5,Clothing,T-shirt,COD
B-25769,117,17,6,Clothing,Kurti,COD
B-25770,38,9,2,Clothing,Stole,COD
B-25771,117,-6,3,Electronics,Phones,COD
B-25772,180,54,4,Clothing,T-shirt,Credit Card
B-25773,99,-5,1,Clothing,Saree,UPI
B-25774,172,-103,3,Furniture,Chairs,EMI
B-25775,116,16,4,Clothing,Stole,COD
B-25776,116,-4,1,Clothing,Saree,COD
B-25777,171,68,7,Clothing,Stole,EMI
B-25778,46,14,5,Clothing,Skirt,COD
B-25779,115,-39,3,Clothing,Trousers,COD
B-25780,100,7,2,Clothing,T-shirt,UPI
B-25781,44,8,2,Clothing,Stole,COD
B-25782,139,14,3,Clothing,Kurti,COD
B-25783,171,-140,2,Furniture,Bookcases,EMI
B-25784,100,12,2,Clothing,T-shirt,UPI
B-25785,115,25,6,Clothing,Stole,COD
B-25786,168,-9,3,Clothing,Saree,COD
B-25787,115,47,2,Electronics,Accessories,COD
B-25788,168,-111,2,Electronics,Phones,EMI
B-25789,31,-7,5,Clothing,Skirt,UPI
B-25790,114,41,6,Furniture,Furnishings,COD
B-25791,111,9,4,Clothing,Stole,COD
B-25792,11,-8,2,Clothing,Skirt,UPI
B-25793,110,35,1,Furniture,Furnishings,COD
B-25794,59,15,2,Clothing,T-shirt,UPI
B-25795,166,27,2,Electronics,Accessories,EMI
B-25796,109,-6,6,Clothing,Saree,COD
B-25797,34,-6,4,Clothing,Leggings,COD
B-25798,109,40,1,Furniture,Furnishings,COD
B-25799,108,22,3,Electronics,Accessories,COD
B-25800,103,50,2,Furniture,Furnishings,UPI
B-25801,10,-8,2,Clothing,Skirt,COD
B-25802,90,17,3,Clothing,Hankerchief,COD
B-25803,105,46,2,Clothing,Stole,UPI
B-25804,105,20,2,Clothing,Stole,Debit Card
B-25805,22,-6,1,Furniture,Furnishings,COD
B-25806,105,-33,5,Clothing,Kurti,COD
B-25807,105,25,2,Clothing,Hankerchief,EMI
B-25808,25,-7,5,Clothing,Saree,UPI
B-25809,104,2,2,Furniture,Furnishings,COD
B-25810,16,5,1,Clothing,Stole,UPI
B-25811,64,-7,3,Clothing,Saree,COD
B-25812,38,-6,2,Furniture,Furnishings,UPI
B-25813,83,12,2,Furniture,Chairs,COD
B-25814,103,36,2,Clothing,Hankerchief,COD
B-25815,37,-6,1,Clothing,Saree,UPI
B-25816,105,33,6,Clothing,Saree,EMI
B-25817,78,-6,2,Furniture,Furnishings,UPI
B-25818,102,-90,1,Clothing,Saree,COD
B-25819,102,11,6,Clothing,T-shirt,COD
B-25820,10,-8,1,Clothing,Kurti,UPI
B-25821,101,18,9,Clothing,Skirt,COD
B-25822,42,-6,4,Clothing,Saree,UPI
B-25823,56,18,2,Clothing,Hankerchief,UPI
B-25824,95,5,2,Clothing,Stole,COD
B-25825,159,2,3,Furniture,Furnishings,EMI
B-25826,158,69,3,Clothing,Stole,EMI
B-25827,106,0,2,Electronics,Phones,EMI
B-25828,101,16,4,Clothing,T-shirt,COD
B-25829,107,37,3,Clothing,Shirt,COD
B-25830,156,36,5,Clothing,T-shirt,EMI
B-25831,108,-19,3,Electronics,Electronic Games,UPI
B-25832,107,-54,4,Clothing,Stole,EMI
B-25833,100,-58,4,Clothing,Hankerchief,COD
B-25834,108,26,4,Clothing,Shirt,UPI
B-25835,100,6,4,Clothing,Stole,COD
B-25836,100,-23,1,Electronics,Phones,COD
B-25837,43,17,2,Clothing,T-shirt,UPI
B-25838,155,26,3,Clothing,Stole,EMI
B-25839,151,9,3,Clothing,Hankerchief,EMI
B-25840,151,29,5,Clothing,Hankerchief,EMI
B-25841,110,-68,4,Clothing,Saree,EMI
B-25842,98,9,2,Furniture,Furnishings,COD
B-25843,97,-62,2,Clothing,Trousers,COD
B-25844,111,35,5,Clothing,Shirt,COD
B-25845,45,17,1,Electronics,Accessories,COD
B-25846,112,15,2,Furniture,Chairs,COD
B-25847,110,20,5,Clothing,Stole,Debit Card
B-25848,98,-5,2,Clothing,Saree,UPI
B-25849,110,12,7,Clothing,Stole,Debit Card
B-25850,95,11,4,Furniture,Furnishings,COD
B-25851,1228,14,3,Furniture,Chairs,UPI
B-25852,29,0,3,Furniture,Furnishings,COD
B-25853,94,27,2,Clothing,T-shirt,COD
B-25854,115,25,1,Electronics,Accessories,COD
B-25855,149,15,3,Clothing,Saree,EMI
B-25856,148,23,4,Clothing,Kurti,EMI
B-25857,93,15,2,Electronics,Accessories,COD
B-25858,113,24,4,Clothing,Hankerchief,Debit Card
B-25859,48,2,3,Clothing,Stole,COD
B-25860,148,9,1,Electronics,Electronic Games,UPI
B-25861,114,11,4,Clothing,T-shirt,Debit Card
B-25862,92,42,2,Clothing,Stole,COD
B-25863,117,14,3,Clothing,Shirt,UPI
B-25864,21,-10,4,Clothing,Leggings,COD
B-25865,33,-10,6,Clothing,Leggings,UPI
B-25866,114,8,3,Electronics,Accessories,Debit Card
B-25867,115,0,1,Electronics,Accessories,Debit Card
B-25868,90,29,5,Clothing,T-shirt,COD
B-25869,61,1,2,Furniture,Furnishings,COD
B-25870,119,1,1,Furniture,Chairs,COD
B-25871,117,36,2,Clothing,Trousers,Debit Card
B-25872,148,54,2,Furniture,Chairs,UPI
B-25873,249,-5,4,Clothing,Saree,COD
B-25874,147,73,3,Clothing,Stole,UPI
B-25875,118,35,7,Clothing,T-shirt,EMI
B-25876,119,56,7,Clothing,Saree,EMI
B-25877,90,27,2,Clothing,T-shirt,COD
B-25878,32,1,2,Clothing,Stole,COD
B-25879,89,-89,2,Furniture,Furnishings,COD
B-25880,146,66,1,Electronics,Phones,UPI
B-25881,89,-37,4,Clothing,Shirt,COD
B-25882,88,11,3,Electronics,Accessories,COD
B-25883,121,41,4,Clothing,Stole,EMI
B-25884,88,20,2,Clothing,Saree,COD
B-25885,87,-83,5,Clothing,Kurti,COD
B-25886,87,4,2,Clothing,Shirt,COD
B-25887,122,15,3,Electronics,Accessories,EMI
B-25888,87,10,3,Clothing,Stole,COD
B-25889,53,8,3,Furniture,Furnishings,UPI
B-25890,87,-32,9,Clothing,Skirt,COD
B-25891,86,-55,6,Clothing,Saree,COD
B-25892,125,22,3,Clothing,Stole,EMI
B-25893,128,-3,3,Clothing,Saree,Debit Card
B-25894,143,-124,5,Clothing,Saree,UPI
B-25895,86,22,2,Clothing,Saree,COD
B-25896,86,9,3,Clothing,Saree,COD
B-25897,85,-9,4,Clothing,Saree,COD
B-25898,129,-75,5,Clothing,Shirt,Debit Card
B-25899,84,-42,2,Electronics,Accessories,COD
B-25900,83,-81,3,Furniture,Chairs,COD
B-25901,143,6,2,Electronics,Accessories,UPI
B-25902,336,123,3,Electronics,Phones,UPI
B-25903,323,122,5,Electronics,Phones,UPI
B-25904,130,61,3,Clothing,Shirt,Debit Card
B-25905,152,-3,5,Clothing,Saree,COD
B-25906,25,10,1,Furniture,Furnishings,UPI
B-25907,140,15,5,Clothing,Stole,UPI
B-25908,45,0,2,Clothing,Stole,UPI
B-25909,132,49,3,Clothing,Shirt,COD
B-25910,133,12,5,Clothing,Stole,Debit Card
B-25911,82,13,2,Clothing,Shirt,COD
B-25912,140,56,4,Clothing,Shirt,UPI
B-25913,81,19,7,Clothing,Hankerchief,COD
B-25914,137,38,5,Clothing,Hankerchief,Debit Card
B-25915,137,-41,3,Electronics,Phones,Debit Card
B-25916,140,57,2,Clothing,Trousers,Debit Card
B-25917,139,30,3,Clothing,Shirt,UPI
B-25918,138,11,5,Clothing,Stole,UPI
B-25919,79,-124,9,Clothing,Skirt,COD
B-25920,136,41,3,Electronics,Accessories,UPI
B-25921,145,16,3,Clothing,T-shirt,Debit Card
B-25922,44,20,2,Clothing,T-shirt,UPI
B-25923,79,6,7,Clothing,Saree,COD
B-25924,79,36,4,Clothing,Shirt,COD
B-25925,134,-13,3,Electronics,Electronic Games,UPI
B-25926,133,5,5,Clothing,Stole,UPI
B-25927,47,20,7,Clothing,Hankerchief,UPI
B-25928,133,-42,1,Electronics,Printers,UPI
B-25929,78,27,3,Clothing,Stole,COD
B-25930,78,7,1,Furniture,Chairs,COD
B-25931,76,-92,8,Furniture,Furnishings,COD
B-25932,76,-50,1,Clothing,Saree,COD
B-25933,76,19,3,Clothing,Hankerchief,COD
B-25934,74,29,3,Clothing,Stole,COD
B-25935,74,-25,3,Clothing,Stole,COD
B-25936,146,-63,3,Electronics,Electronic Games,Debit Card
B-25937,73,-31,1,Furniture,Bookcases,COD
B-25938,80,22,3,Clothing,Stole,UPI
B-25939,133,46,5,Clothing,Shirt,EMI
B-25940,146,7,2,Electronics,Phones,Debit Card
B-25941,130,-41,4,Clothing,Saree,EMI
B-25942,141,41,3,Clothing,Shirt,UPI
B-25943,147,21,3,Furniture,Furnishings,Debit Card
B-25944,73,-7,1,Electronics,Phones,COD
B-25945,148,72,7,Clothing,T-shirt,Debit Card
B-25946,58,0,4,Clothing,Saree,UPI
B-25947,21,-13,3,Clothing,Leggings,UPI
B-25948,148,25,3,Clothing,Saree,Debit Card
B-25949,144,-7,4,Electronics,Electronic Games,COD
B-25950,145,-104,5,Furniture,Chairs,UPI
B-25951,72,-49,1,Electronics,Phones,COD
B-25952,125,15,5,Clothing,Shirt,EMI
B-25953,149,15,3,Clothing,Saree,Debit Card
B-25954,72,16,2,Clothing,Shirt,COD
B-25955,71,0,8,Clothing,Skirt,COD
